transaction	agent_name	agent_dbpedia_id	agent_freebase_id	agent_crunchbase_id	recipient_name	recipient_dbpedia_id	recipient_freebase_id	recipient_crunchbase_id	fin_value	currency	date	sentence	sentence_id	score
acquisition	Apple	Apple_Inc.	/m/0k8z	organization/apple	Mr		/m/0fqr9m5	organization/mr organization/mrj-inc	400000000.0	USD	1996	It is easy sport to point to the ironies involved in Apple's $400 million purchase on Dec. 20 of Next Software Inc., the remaining half of the company Mr. Jobs started after he was expelled from Apple.	1996-12-31_0898564-offset_863-r1-e1-s1-t1-p3_purchase.01-2	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Broadcast.com	Broadcast.com Broadcast_(band)	/m/0tm75hb /m/02cj1w	organization/broadcast-com	5000000000.0	USD	2006	The worst was Yahoo's $5 billion purchase of Broadcast.com.	2006-11-25_1807090-offset_3751-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Electronic Arts	Electronic_Arts	/m/01n073	organization/electronicarts	Broderbund Software	Broderbund		organization/broderbund-software	400000000.0	USD	1994	Electronic Arts' planned acquisition of Broderbund Software in a $400 million stock swap, announced late Wednesday, reflects an industry trend likely to influence the balance of power in the emerging interactive television business.	1994-2-11_0668082-offset_0-r1-e1-s1-t1-p1_acquisition.01-0	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Group	Tata_Motors Tata_Communications Tata_Group	/m/014lk3 /m/03jxtm /m/04338k	organization/group-software organization/tata-communications organization/tata-motors	107000000.0	USD	1995	* Danka Business Systems P.L.C., London, which supplies and services office equipment in the United States, will buy Southern Business Group for $:67 million ($107 million) in cash, beating a higher offer by Berkeley Business Group P.L.C. that offered both cash and shares.	1995-3-25_0750799-offset_330-r1-e1-s1-t1-p5_buy.01-3	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Fender	Fender_Musical_Instruments_Corporation	/m/032xp2		13000000.0	USD	1965	CBS bought the Fender business in 1965 for $13 million, and sold it in 1985 for $12.5 million after cheaply produced overseas guitars had destroyed the market for American-made products.	1991-3-23_0432036-offset_2476-r1-e1-s1-t1-p3_buy.01-0	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	500000000.0	USD	1998	Last year, before the Blue on Blue program, I.B.M. services customers bought $500 million in I.B.M. personal computers.	1999-10-25_1148100-offset_8952-r1-e1-s1-t1-p1_buy.01-3	None
acquisition	The Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Disney	Disney_Mobile Disney_Interactive_Media_Group Disney_Interactive Disney_Channel Disney_Channel_Japan Disney_Channel_Asia Disney_Channel_Romania Disney Disney_Channel_Hungary Disney_Interactive_Studios Disney_Channel_Portugal Disney_Channel_Australia	/m/080bbwl /m/05b3gr9 /m/07s82jl /m/09v3z4p /m/0crjfmc /m/0b7785f /m/0crgxfn /m/07sc2c6 /m/0260v0_ /m/0bqx2h /m/0g58_46 /m/06_tp_2 /m/02rtpjp /m/0kc9f /m/05pdhgl /m/0gc0dv /m/0bbpxd /m/06w5_vv /m/04czhj /m/047cb57 /m/02q6n4m /m/0crgz64	organization/disney-mobile organization/walt-disney-internet-group organization/disney-interactive-media-group organization/disney-interactive-studios organization/disney-channel	1000000000.0	USD	2002	The Walt Disney Company, parent of networks like ABC and ESPN, agreed this week with OMD, a big media agency owned by the Omnicom Group, for OMD clients like Gillette, McDonald's and PepsiCo to buy an estimated $1 billion worth of commercial time and ad space on Disney-owned media outlets.	2002-6-12_1399970-offset_750-r1-e1-s1-t1-p9_buy.01-4	None
acquisition	Symantec	Symantec_Corporation Symantec	/m/01zpmq	organization/symantec	Veritas Software	Veritas_Software Veritas	/m/0ft_8p /m/0vyjvn3 /m/052glm /m/05qhsy4 /m/028kq7	organization/acxiom-inc organization/veritas-software	13500000000.0	USD	2005	In December, Symantec, the maker of the Norton line of computer security software, announced an agreement to buy Veritas Software, a producer of data storage programs, for about $13.5 billion.	2005-2-10_1648820-offset_2597-r1-e1-s1-t1-p10_buy.01-6	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Hyperion Solutions	Hyperion_Books Oracle_Hyperion Hyperion_Records Disney_Hyperion	/m/069xr6 /m/053_d9 /m/0b1w1t	organization/hyperion-solutions organization/hyperion-software organization/hyperion-2	3300000000.0	USD	2007	Just this month, Oracle, of Redwood Shores, Calif., announced plans to acquire Hyperion Solutions, a maker of software for tracking and reporting financial information, for $3.3 billion.	2007-3-21_1834519-offset_2509-r1-e1-s1-t1-p8_acquire.01-3	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	MICA		/m/08hsj_		200000000.0	USD	1996	Cisco Systems Inc., a network-computing concern based in San Jose, Calif., agreed yesterday to acquire the Telebit Corporation and its modem ISDN channel aggregation, or MICA, technologies in a complicated transaction valued at about  $200 million.	1996-7-23_0866765-offset_0-r1-e1-s1-t1-p9_acquire.01-4	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Corp	News_Corp	/m/0vsck0t /m/09n5fjr		40000000.0	USD	1991	* Hewlett-Packard Co., Palo Alto, Calif., received a $40 million order to provide a network of more than 3,500 work stations to GTE Telephone Operations, a unit of GTE Corp.  * Kaman Aerospace Corp., a subsidiary of Kaman Corp., Bloomfield, Conn., received a multiyear contract from Boeing Commercial Airplane Group, Seattle, for the manufacture of wing structure components for Boeing's new 777 jet aircraft.	1991-5-21_0447047-offset_380-r1-e1-s1-t1-p2_receive.01-0	None
acquisition	Real		/m/02vkm7h /m/05h2qkd	organization/real-media organization/realnetworks	Open	The_Open_Group	/m/0dp60r7 /m/03p2wjw /m/05vkf_f	organization/open-solutions organization/open-networks organization/the-open-group	400000	USD	2002	Real Desire, with Campbell driving, took the $400,000 United States Open Pace in 1:48.2.	2002-8-4_1413515-offset_3452-r1-e1-s1-t1-p1_take.01-1	None
acquisition	3Com	3Com	/m/08rxp	organization/3com	Chipcom	Chipcom	/m/025vl92	organization/chipcom	700000000.0	USD	1995	[ Page D3. ] 3Com to Buy Chipcom  3Com agreed to buy Chipcom for roughly $700 million in stock, creating the nation's second-largest maker of computer network equipment.	1995-7-28_0778295-offset_425-r1-e1-s1-t1-p7_buy.01-3	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	Informix	Informix_Corporation	/m/0knxkfp	organization/informix	1000000000.0	USD	2001	In 2001, I.B.M. acquired Informix for $1 billion.	2004-8-3_1601361-offset_3784-r1-e1-s1-t1-p1_acquire.01-0	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Aware	Aware	/m/0qb8w8s /m/03w9q71	organization/aware-corporation	800000	USD	1991	* AW Computer Systems Inc., Mount Laurel, N.J., has received an order for more than $800,000 of Aware/4680 equipment and service from Safeway Stores Inc.  * Abitibi-Price Inc., Toronto, a newsprint, wood and paper products company, will sell its Pine Falls newsprint operation in Winnipeg, Manitoba, to the local group that manages and operates it.	1991-5-4_0442857-offset_0-r1-e1-s1-t1-p3_receive.01-0	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Inktomi	Inktomi	/m/0n62_	organization/inktomi	235000000.0	USD	2003	The battle among the top Web search sites for the United States audience has grown fiercer, and more complex, with the recent announcement that Yahoo plans to buy Inktomi, a Web search technology company, for $235 million in cash.	2003-1-6_1454439-offset_0-r1-e1-s1-t1-p9_buy.01-7	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	ASK	Ask.com	/m/027j1v /m/0dllc0d	organization/a-s-k organization/ask-com organization/ask-technologies	60000000.0	USD	1990	Simultaneously, ASK, based in Mountain View, Calif., said that the Electronic Data Systems Corporation and the Hewlett-Packard Company had agreed to acquire $60 million in ASK common stock.	1990-9-12_0383469-offset_210-r1-e1-s1-t1-p5_acquire.01-3	None
acquisition	Intel	Intel_Corporation Intel	/m/03s7h	organization/intel	Ontario		/m/0g3lkr	organization/ontario-systems	5600000000.0	USD	2006	Last month, ATI Technologies of Markham, Ontario, one of the two major suppliers of computer graphics chips, was purchased for $5.6 billion by Advanced Micro Devices, Intel's leading rival, which is based in Sunnyvale, Calif.	2006-8-17_1783420-offset_1900-r1-e1-s1-t1-p5_purchase.01-2	None
acquisition	Real		/m/02vkm7h /m/05h2qkd	organization/real-media organization/realnetworks	United	United_Internet United_Technologies_Corporation	/m/0q6w5lp /m/0d0ktf /m/02_g11 /m/0478w8m	organization/united-technologies organization/united-internet organization/unitedmobile organization/united-services organization/united-technologies-communications	400000	USD	2002	Real Desire, with Campbell driving, took the $400,000 United States Open Pace in 1:48.2.	2002-8-4_1413515-offset_3452-r1-e1-s1-t1-p1_take.01-1	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Yoyodyne		/m/0d_j1qw /m/03jjb9	organization/yoyodyne-entertainment organization/yoyodyne	250000000.0	USD	1998	There are two kinds of business books, said Seth Godin, the author of five books himself, and founder of the direct-marketing firm Yoyodyne, which was acquired by Yahoo in 1998 for $250 million.	2004-5-13_1581298-offset_3245-r1-e1-s1-t1-p3_acquire.01-6	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Alibaba	Alibaba_Group	/m/07chpp /m/07s6ctl	organization/alibaba organization/alibaba-group-holding-limited	1000000000.0	USD	2006	Yahoo, whose share of the Chinese search-engine market had fallen (according to one academic survey) to just 2.3 percent, had paid $1 billion to buy 40 percent of Alibaba and had given Ma complete control over all of Yahoo's services in China, hoping he could do a better job with it.	2006-4-23_1756272-offset_25697-r1-e1-s1-t1-p10_buy.01-6	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Apollo Computer	Apollo_Computer	/m/018s_4	organization/apollo-computer	500000000.0	USD	1989	Another huge merger -- Hewlett-Packard's purchase of Apollo Computer Inc. in 1989 for more than $500 million -- is also in pain.	1990-12-3_0405927-offset_574-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Paramount	Paramount_Pictures_Corporation Paramount_Pictures	/m/0qc8ng5 /m/05qd_	organization/paramount-pictures	19000000000.0	USD	1995	Vertical integration makes a lot of sense, he said, pointing to the Walt Disney Company's $19 billion acquisition of Capital Cities/ABC Inc., Ted Turner's interest in CBS and the creation of networks by the owners of the Fox, Warner Brothers and Paramount studios.	1995-8-26_0784801-offset_2483-r1-e1-s1-t1-p3_acquisition.01-5	None
acquisition	EBay	EBay	/m/0z90c	organization/ebay	iBazar			organization/ibazar	100000000.0	USD	2001	EBay Seen in Deal for French Rival  EBay is close to acquiring the French online auctioneer iBazar Group for just less than $100 million, people close to the talks said.	2001-2-21_1272459-offset_1809-r1-e1-s1-t1-p1_acquire.01-0	None
acquisition	Cisco Systems	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	ExiO Communications		/m/0413bzd	organization/exio-communications	155000000.0	USD	2000	Cisco Systems agreed to acquire ExiO Communications for about $155 million in stock in a deal that will enhance Cisco's ability to offer its customers access to corporate and public networks using a single wireless device.	2000-12-15_1255502-offset_0-r1-e1-s1-t1-p10_acquire.01-1	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	New		/m/0tqflvd	organization/new organization/new-media	7.73	USD	1998	Such big corporations as Raytheon, Hewlett-Packard and Bristol-Myers Squibb, having put new operations in New Jersey over the last two years, are now receiving wage rebates for more than 1,700 of their employees, all of them earning the minimum of $7.73 an hour required by New Jersey law, or 150 percent of the Federal minimum wage.	1998-8-11_1038324-offset_7701-r1-e1-s1-t1-p9_receive.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Dragon Systems		/m/0q84clb /m/02q3_33	organization/dragon-interactive organization/dragon-systems	2000000	USD	2001	Lernout's other speech technology assets were sold to Multimodal Technologies, which bought the Interactive Systems division for $2 million in cash and the assumption of a $2 million financial obligation; Vantage Technology Holding, which bought Lernout's Intelligent Content Management and Knexys divisions for $2 million in cash; and Dragon Catalyst, a new company formed by Dragon Systems' founders, Janet and James Baker, which bought the Dragon Systems ''audiomining'' technology for $750,000.	2001-11-29_1346852-offset_1536-r1-e1-s1-t1-p8_buy.01-11	None
acquisition	Nokia	Nokia_Siemens_Networks Nokia	/m/05b5c /m/0dwtpj	organization/nokia-ventures organization/nokia organization/nokia-networks organization/nokia-siemens-networks organization/nokia-mobile	Internet		/m/0h54_zv	organization/internet-consulting organization/internet-solutions organization/internet-com	126000000.0	USD	2000	The Finnish company, Nokia, agreed to acquire Ramp Networks, a provider of Internet security services, for $126 million.	2000-12-8_1253511-offset_0-r1-e1-s1-t1-p4_acquire.01-1	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Three	Hutchison_3G Three	/m/02kdls	organization/three organization/three-ventures	325000000.0	USD	2005	Three-year-old CSTV, devoted to a broad assortment of college sports often ignored by networks, was acquired by CBS last November for $325 million.	2006-8-27_1785881-offset_1424-r1-e1-s1-t1-p3_acquire.01-3	None
acquisition	eBay	EBay	/m/0z90c	organization/ebay	Internet		/m/0h54_zv	organization/internet-consulting organization/internet-solutions organization/internet-com	2600000000.0	USD	2005	Distribution companies, too, are facing increased competition from telephone and direct satellite as well as eBay's $2.6 billion purchase of Skype, the free Internet voice service.	2005-11-3_1714597-offset_7363-r1-e1-s1-t1-p3_purchase.01-3	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Casa		/m/0761lsd /m/03qcxps	organization/casa-systems	20000000.0	USD	2007	Larry Ellison, the chief executive of the software giant Oracle and the world's 11th-richest man, according to Forbes magazine, recently bought the 21-room Casa Malibu Inn on Carbon Beach for $20 million.	2007-4-1_1837332-offset_135-r1-e1-s1-t1-p1_buy.01-2	None
acquisition	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	Seattle		/m/03p340h	organization/seattle-software organization/seattle-systems	40000000.0	USD	1991	* Hewlett-Packard Co., Palo Alto, Calif., received a $40 million order to provide a network of more than 3,500 work stations to GTE Telephone Operations, a unit of GTE Corp.  * Kaman Aerospace Corp., a subsidiary of Kaman Corp., Bloomfield, Conn., received a multiyear contract from Boeing Commercial Airplane Group, Seattle, for the manufacture of wing structure components for Boeing's new 777 jet aircraft.	1991-5-21_0447047-offset_380-r1-e1-s1-t1-p2_receive.01-0	None
acquisition	Yahoo	Yahoo Yahoo!	/m/019rl6	organization/yahoo organization/yahoo-media	Right Media	Right_Media The_right	/m/09s96s	organization/right-media organization/right-networks	680000000.0	USD	2007	In addition to Google's purchase of DoubleClick, Yahoo recently bought the 80 percent of Right Media that it did not already own for $680 million.	2007-5-19_1848414-offset_5743-r1-e1-s1-t1-p3_buy.01-2	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Mr		/m/0fqr9m5	organization/mr organization/mrj-inc	40000000.0	USD	2007	That envisioned future may have been brought closer last year when Mr. Neven's company was acquired by Google for a price that financial experts estimate at more than $40 million.	2007-1-18_1819614-offset_2436-r1-e1-s1-t1-p5_acquire.01-2	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Detroit	Detroit_Diesel	/m/040wyf		22000000.0	USD	1994	CBS will spend just $24 million to buy WGPR, Channel 62 in Detroit, the nation's ninth-largest television market, and only $22 million to acquire WVEU, Channel 69 in Atlanta, the 10th-biggest market.	1994-9-24_0713915-offset_395-r1-e1-s1-t1-p2_buy.01-1	None
acquisition	The New York Times	The_New_York_Times_Company	/m/07l1c	organization/the-new-york-times-company organization/the-new-york-times organization/newyorktimes	printing		/m/0cqg9kq	organization/printing-com	28000000.0	USD	1994	The two men took issue with suggestions that Mr. Giuliani was rewarding a supporter, by pointing to tax incentive deals granted by previous administrations, including one in which The New York Times received various incentives worth more than $28 million to build a $280 million printing plant on city-owned land in College Point, Queens.	1994-4-16_0680738-offset_2799-r1-e1-s1-t1-p5_receive.01-8	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	NBC	NBC National_Broadcasting_Company	/m/05gnf	organization/nbc-internet	2500000000.0	USD	1994	A4  National A16-24, B10-12  NBC AND CBS MAY BE SOLD  Time Warner is negotiating to buy the NBC network and some of its cable services for about $2.5 billion in stock and cash.	1994-9-1_0709520-offset_2241-r1-e1-s1-t1-p3_buy.01-1	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	New		/m/0tqflvd	organization/new organization/new-media	160000000.0	USD	2004	In a deal valued at about $160 million in 2004, I.B.M. bought Daksh eServices of New Delhi, India's third-largest back-office outsourcing firm with 6,000 workers.	2006-6-5_1766896-offset_1828-r1-e1-s1-t1-p2_buy.01-2	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Greater	Greater_Media	/m/0731pl	organization/greater-media	100000000.0	USD	1994	Last July, Health Systems acquired Greater Atlantic Health Service, a for-profit H.M.O. in Philadelphia, also in a $100 million deal.	1995-12-7_0813900-offset_10375-r1-e1-s1-t1-p2_acquire.01-0	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	YouTube	YouTube	/m/09jcvs	organization/youtube	1600000000.0	USD	2006	YouTube was purchased by Google in November for $1.6 billion.	2007-4-5_1838143-offset_1439-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	Turner		/m/0zcw9ry /m/05qhtv9	organization/turner-studios	19000000000.0	USD	1995	Vertical integration makes a lot of sense, he said, pointing to the Walt Disney Company's $19 billion acquisition of Capital Cities/ABC Inc., Ted Turner's interest in CBS and the creation of networks by the owners of the Fox, Warner Brothers and Paramount studios.	1995-8-26_0784801-offset_2483-r1-e1-s1-t1-p3_acquisition.01-5	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Alabama		/m/0_yv8qg		8000000000.0	USD	1989	The Alabama Retirement Systems, the $8 billion state pension fund, has applied to the Federal Communications Commission for the right to buy WSFA-TV, an NBC affiliate that is the oldest television news organization in Alabama.	1989-2-6_0220901-offset_233-r1-e1-s1-t1-p4_buy.01-4	None
acquisition	parent company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	CMP	CMP_Media	/m/04dq3s	organization/cmp-media	957000000.0	USD	1999	The Energy East Corporation, the parent company of the New York State Electric and Gas Corporation, will acquire the CMP Group, the parent company of Central Maine Power, in a transaction valued at $957  million, the companies said yesterday.	1999-6-15_1115499-offset_0-r1-e1-s1-t1-p4_acquire.01-0	None
acquisition	Systems	Adobe_Systems	/m/0vlf	organization/adobe-systems	Fund	Fund.com	/m/043kyyn	organization/fund-com	135000	USD	2003	The CUNY Institute for Urban Systems at City College has received a $135,000 grant from the J. M. Kaplan Fund to study ways to reduce traffic congestion in the metropolitan area by improving mass transit and by imposing higher tolls during rush hour, a concept called value pricing.	2003-1-15_1456788-offset_0-r1-e1-s1-t1-p1_receive.01-0	None
acquisition	Walt Disney Company	Walt_Disney_Motion_Pictures_Group Walt_Disney_Company Walt_Disney_Studios_Motion_Pictures Walt_Disney_Pictures The_Walt_Disney_Company Buena_Vista_International Buena_Vista_Distribution	/m/01795t /m/013r16 /m/04r7gt /m/054g1r /m/09b3v	organization/the-walt-disney-corporation organization/the-walt-disney-studios organization/the-walt-disney-company organization/walt-disney organization/walt-disney-company	mortgage			organization/mortgage-com	1300000000.0	USD	1995	The Zell group, which includes General Electric and the Walt Disney Company, also offered to buy the REIT's $1.3 billion mortgage on Rockefeller Center outright for either cash or a package of cash and debt, although Mr. Zell said he did not believe selling out was in the best interests of the shareholders.	1995-10-6_0794504-offset_2995-r1-e1-s1-t1-p7_buy.01-2	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	MCI	MCI_Group MCI_Inc. Mobile_Telecommunication_Company_of_Iran MCI_Communications	/m/04f2sm_ /m/019n50 /m/02_2knb /m/04n547r /m/0g7w2 /m/0q6wbx7	organization/mci-worldcom organization/mci-communications organization/mci-group organization/worldcom organization/mci	400000000.0	USD	1988	I.B.M. will buy $400 million of MCI preferred stock.	1988-7-15_0161581-offset_1568-r1-e1-s1-t1-p2_buy.01-0	None
acquisition	Cisco	Cisco_Systems	/m/0dmtp	organization/cisco-systems organization/cisco	Linksys	Linksys	/m/02jrk7	organization/the-linksys-group	480000000.0	USD	2003	During the quarter, Cisco acquired Linksys for $480 million, a deal that gives it a larger presence in the small-business and home-networking markets.	2003-8-6_1509963-offset_1761-r1-e1-s1-t1-p3_acquire.01-0	None
acquisition	Oracle	Oracle_Corporation	/m/05njw /m/0qc8mbj	organization/oracle-communications organization/oracle	Hewlett-Packard	Hewlett-Packard	/m/03mnk	organization/hewlett-packard	1000	USD	2001	The total cost, not including advertising, was about $10 million for the New Orleans event and $2 million to $3 million for the one in Paris, although Oracle expected to break even after receiving registration fees of up to $1,000 a participant as well as exhibitor and sponsorship fees from companies like Hewlett-Packard and Compaq Computer.	2001-2-23_1272893-offset_3866-r1-e1-s1-t1-p7_receive.01-4	None
acquisition	UPS	United_Parcel_Service	/m/01d734	organization/united-parcel-service organization/ups	Group	Tata_Motors Tata_Communications Tata_Group	/m/014lk3 /m/03jxtm /m/04338k	organization/group-software organization/tata-communications organization/tata-motors	37000000.0	USD	1989	In Britain, UPS purchased IML Air Services Group Ltd., a document and parcel delivery company with annual revenue of about $37 million.	1989-1-20_0215608-offset_582-r1-e1-s1-t1-p1_purchase.01-0	None
acquisition	Nokia	Nokia_Siemens_Networks Nokia	/m/05b5c /m/0dwtpj	organization/nokia-ventures organization/nokia organization/nokia-networks organization/nokia-siemens-networks organization/nokia-mobile	MB	Pivara_MB	/m/0f2cjf	organization/mbi-inc organization/mb-ventures	39.99	USD	2005	For example, my Nokia 6230 phone from Cingular accepts standard MultiMedia Cards (SanDisk 256MB MMC Card, $39.99 at www.sandisk.com)	2005-8-21_1696193-offset_2295-r1-e1-s1-t1-p1_accept.01-0	None
acquisition	CBS	CBS_Interactive CBS Columbia_Broadcasting_System CNET	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Wind	Wind_Mobile	/m/0dg0tv /m/09k6y1l	organization/wind-mobile	8000000	USD	1991	CBS and a group of American and European investors today bought the American television rights to "Scarlett," the sequel to "Gone With the Wind," for a record $8 million.	1991-11-4_0484747-offset_0-r1-e1-s1-t1-p4_buy.01-1	None
acquisition	The New York Times	The_New_York_Times_Company	/m/07l1c	organization/the-new-york-times-company organization/the-new-york-times organization/newyorktimes	Point	Point_Foundation_(environment)	/m/0nkk926 /m/07mh8r /m/06rl7q	organization/point organization/point-com organization/p-o-i-n-t-corp organization/the-point	28000000.0	USD	1994	The two men took issue with suggestions that Mr. Giuliani was rewarding a supporter, by pointing to tax incentive deals granted by previous administrations, including one in which The New York Times received various incentives worth more than $28 million to build a $280 million printing plant on city-owned land in College Point, Queens.	1994-4-16_0680738-offset_2799-r1-e1-s1-t1-p5_receive.01-8	None
acquisition	I.B.M.	International_Business_Machines IBM	/m/03sc8	organization/i-b-m organization/international-business-machines organization/ibm	3Com	3Com	/m/08rxp	organization/3com	15000000.0	USD	1999	In another acquisition involving high technology, JDA Advertising in San Francisco, which lists among its clients Avid Technology, I.B.M. and Novell, bought Hurst Group in Salt Lake City, an agency with capitalized billings estimated at $15 million from clients like 3Com and Novell.	1999-7-27_1126393-offset_1352-r1-e1-s1-t1-p3_buy.01-4	None
acquisition	Symantec	Symantec_Corporation Symantec	/m/01zpmq	organization/symantec	@stake		/m/065wqf	organization/stake	48000000.0	USD	2004	Symantec's $48 million purchase of the security firm @stake, announced in September, brought it expertise in security audits and risk management.	2004-12-14_1634687-offset_2632-r1-e1-s1-t1-p2_purchase.01-0	None
acquisition	CNET	CBS_Interactive CNET Columbia_Broadcasting_System CBS	/m/0dql58k /m/0nbgd6y /m/0f25q1 /m/02259q /m/09d5h	organization/cnetnetworks organization/cbs-interactive organization/cbs organization/cnet organization/cbs-mobile	Net	NET_S.A.		organization/net-solutions organization/n-e-t organization/nets-inc organization/net-services	12000000.0	USD	1999	CNET INC., San Francisco, an on-line news publisher, acquired Net Ventures Inc., San Francisco, a maker of low-cost electronic commerce tools, in a stock-for-stock exchange valued at about $12 million.	1999-2-4_1082643-offset_209-r1-e1-s1-t1-p4_acquire.01-1	None
acquisition	3Com Corporation	3Com	/m/08rxp	organization/3com	U.S. Robotics	USRobotics	/m/01c18s	organization/u-s-robotics-corporation organization/us-robotics	7300000000.0	USD	1997	Its success was enough to attract the 3Com Corporation, which bought U.S. Robotics in 1997 in a $7.3 billion stock swap.	2001-5-16_1293751-offset_1703-r1-e1-s1-t1-p2_buy.01-2	None
acquisition	Google	Google_Inc. Google	/m/045c7b	organization/google	Internet		/m/0h54_zv	organization/internet-consulting organization/internet-solutions organization/internet-com	549000000.0	USD	2004	Fidelity Buys Google Shares  Fidelity Investments has bought about $549 million worth of stock in Google, or about 1.9 percent of all shares in the company, which owns the Internet search engine.	2004-9-11_1610439-offset_2853-r1-e1-s1-t1-p2_buy.01-0	None
