transaction	agent_name	agent_dbpedia_id	agent_freebase_id	agent_crunchbase_id	recipient_name	recipient_dbpedia_id	recipient_freebase_id	recipient_crunchbase_id	fin_value	currency	date	sentence	sentence_id
acquisition	The Walt Disney Company	The_Walt_Disney_Company	/m/09b3v	organization/the-walt-disney-company	Child World	Child_World	/m/0d76k3	-	157000000	USD	31/07/1990	An investment partnership backed by Roy E. Disney plans to acquire Child World in a deal worth about $157 million.	1990-7-31_0372852-m14-r1-e1-s1-p4_acquire.01-3
acquisition	The Walt Disney Company	The_Walt_Disney_Company	/m/09b3v	organization/the-walt-disney-company	Fox Family Worldwide	ABC_Family_Worldwide_Inc.	/m/0cb80t	organization/fox-family-worldwide	3000000000	USD	01/07/2001	In July, the Walt Disney Company agreed to acquire Fox Family Worldwide from News Corporation, Fox's parent company, and Saban Entertainment, the channel's parent company, for $3 billion in cash and roughly $2.3 billion in debt.	2001-10-10_1332447-m9-r1-e1-s1_-p3_acquire.01-1
acquisition	The Walt Disney Company	The_Walt_Disney_Company	/m/09b3v	organization/the-walt-disney-company	Henson (Jim Henson Productions)	The_Jim_Henson_Company	/m/03h3y_	-	150000000	USD	19/12/1991	Disney and Henson have actually continued to work closely together on several fronts since the collapse of their planned merger, under which Disney was to acquire Henson for about $150 million.	2000-1-26_walt_disney_sample-m1202-r1-e1-s1_01EAA_acquire.01-5
acquisition	The Walt Disney Company	The_Walt_Disney_Company	/m/09b3v	organization/the-walt-disney-company	Infoseek Inc.	Infoseek	/m/0462j5	organization/infoseek-inc	900000000	USD	07/06/1998	A year ago, Disney acquired 43 percent of the Infoseek Corporation, a service that helps guide users on the World Wide Web, in a deal valued at $900 million.	1999-6-7_1113400-m9-r1-e1-s1_-p4_acquire.01-0
acquisition	The Walt Disney Company	The_Walt_Disney_Company	/m/09b3v	organization/the-walt-disney-company	Pixar	Pixar	/m/0kk9v	organization/pixar	7400000000	USD	28/01/2006	HAPPY ENDING -- Bringing down the curtain on a very public Hollywood feud, the Walt Disney Company agreed to buy Pixar Animation Studios for $7.4 billion in stock.	2006-1-28_1735253-m35-r1-e1-s1_-p4_buy.01-3
acquisition	UPS	United_Parcel_Service	/m/01d734	organization/ups	IML Air Services Group Ltd.	-	-	-	37000000	USD	20/01/1989	In Britain, UPS purchased IML Air Services Group Ltd., a document and parcel delivery company with annual revenue of about $37 million.	1989-1-20_0215608-m6-r1-e1-s1_-p1_purchase.01-0
acquisition	Yahoo!	Yahoo!	/m/019rl7	organization/yahoo	Broadcast.com	Broadcast.com	/m/02cj1w	organization/broadcast-com	5000000000	USD	25/11/2006	The worst was Yahoo's $5 billion purchase of Broadcast.com.	2006-11-25_1807090-m8-r1-e1-s1_-p1_purchase.01-0
acquisition	Yahoo!	Yahoo!	/m/019rl13	organization/yahoo	eGroups	EGroups	/m/03jzfv	organization/egroups	720000000	USD	2001	The most recent, eGroups, was sold to Yahoo in 2001 for $720 million.	2003-6-19_1498050-m18-r1-e1-s1_-p1_sell.01-0
acquisition	Yahoo!	Yahoo!	/m/019rl6	organization/yahoo	GeoCities	GeoCities	/m/02fk08	organization/geocities	3600000000	USD	14/02/1999	Yahoo, the leading portal company, agreed to acquire Geocities, the biggest collection of personal World Wide Web pages, for $3.6 billion in stock.	1999-2-14_1085119-m76-r1-e1-s1_-p2_acquire.01-2
acquisition	Yahoo!	Yahoo!	/m/019rl8	organization/yahoo	Hotjobs	Yahoo!_HotJobs	/m/08fd_2	organization/hotjobs	436000000	USD	13/12/2001	Trying to bolster its online recruiting business, Yahoo made an unsolicited bid late yesterday to acquire HotJobs.com, the Internet's second-largest career site, for $436 million in cash and stock.	2001-12-13_1350956-m5-r1-e1-s1_-p7_acquire.01-5
acquisition	Yahoo!	Yahoo!	/m/019rl10	organization/yahoo	Inktomi	Inktomi	/m/0n62_	organization/inktomi	235000000	USD	24/12/2002	Internet, Yahoo plans to buy Inktomi, a maker of Web search technology, for $235 million in cash.	2002-12-24_1451268-m23-r1-e1-s1_-p7_buy.01-5
acquisition	Yahoo!	Yahoo!	/m/019rl12	organization/yahoo	Online Anywhere	Online_Anywhere	/m/043t_v3	organization/online-anywhere	80000000	USD	1999	Indeed, since Yahoo paid $80 million in 1999 to acquire Online Anywhere, which developed technology for publishing content on screen phones, pagers and by voice, Yahoo has embraced the multiple-channel approach, said Ms. de Mersan, who is responsible for business development.	2001-6-2_1298182-m60-r1-e1-s1_-p7_pay.01-0
acquisition	Yahoo!	Yahoo!	/m/019rl9	organization/yahoo	Overture Services	Overture_Services,_Inc.	/m/09n74yt	organization/overture-services	1600000000	USD	2003	Yahoo then bought Overture in 2003 for $1.6 billion, while Google built its own technology.	2006-2-27_1742908-m48-r1-e1-s1_-p1_buy.01-0
acquisition	Yahoo!	Yahoo!	/m/019rl11	organization/yahoo	Right Media	Right_Media	/m/09s96s	organization/right-media	680000000	USD	19/05/2007	In addition to Google's purchase of DoubleClick, Yahoo recently bought the 80 percent of Right Media that it did not already own for $680 million.	2007-5-19_1848414-m26-r1-e1-s1_-p2_buy.01-2
acquisition	Yahoo!	Yahoo!	/m/019rl15	organization/yahoo	Webcal	Webcal	/m/07b5rn	organization/webcal	12000000	USD	01/07/1998	Ken Perlin, a professor of computer science and the director of the Media Research Laboratory at New York University, said the Internet boom had changed the orientation of his students, particularly since Yahoo bought Webcal, the Web calendar that one of the laboratory students developed, for $12 million in stock last July.	1999-5-31_1111693-m44-r1-e1-s1_-p5_buy.01-8
acquisition	Yahoo!	Yahoo!	/m/019rl14	organization/yahoo	Yoyodyne Entertainment	Yoyodyne	/m/03jjb9	organization/yoyodyne-entertainment	250000000	USD	1998	There are two kinds of business books, said Seth Godin, the author of five books himself, and founder of the direct-marketing firm Yoyodyne, which was acquired by Yahoo in 1998 for $250 million.	2004-5-13_1581298-m54-r1-e1-s1_-p3_acquire.01-6
